Code,Notes,Course,Dur,Start Date, End Date, Type,Sec,Days,Time,Loc.,Inst.,Dept,CourseCode,
2256101,DB,ECON 4P60 ,D2,2016/Sep/07,2016/Dec/06,PRO ,1,,Project Course,TBS,See Dept,ECON, 4P60, 
2257101,DB,ECON 4P60 ,D3,2017/Jan/09,2017/Apr/07,PRO ,1,,Project Course,TBS,See Dept,ECON, 4P60, 
5522101,AI,EDBE 8D01 ,D14,2016/Sep/06,2017/Apr/07,LEC,1,M ,800 -1100,HC004,"MacDonald,Ann / Southall,J",EDBE, 8D01, 
5523101,AJ,EDBE 8F01 ,D7,2016/Sep/06,2016/Dec/16,LEC,1, T,800 -1100,HC014,"Guzzo,Susan / Dortmans,Donna",EDBE, 8F01, 
5524102,AJ,EDBE 8F01 ,D7,2016/Sep/06,2016/Dec/16,LEC,2, T,800 -1100,HC016,"Rose,K / Peeples, Sherry",EDBE, 8F01, 
5525103,AJ,EDBE 8F01 ,D7,2016/Sep/06,2016/Dec/16,LEC,3, T,800 -1100,HC017 ,"McNamara,Kerry / Nimigan, Margaret",EDBE, 8F01, 
5526104,AJ,EDBE 8F01 ,D7,2016/Sep/06,2016/Dec/16,LEC,4, T,800 -1100,HC022,"Burgess, Doug / Empringham,Bob",EDBE, 8F01, 
5529108,AJ,EDBE 8F01 ,D7,2016/Sep/06,2016/Dec/16,LEC,8, T,800 -1100,WH204,"Brown,Hilary / Pilkington,D",EDBE, 8F01, 
5530109,AJ,EDBE 8F01 ,D7,2016/Sep/06,2016/Dec/16,LEC,9, T,800 -1100,WH202,"Hardyman,Norine / Ayotte,Claude",EDBE, 8F01, 
5532101,"AI,JL",EDBE 8F73 ,D14,2016/Sep/06,2017/Apr/07,LEC,1,M ,1900-2200,WH305,"Scull,Kevin",EDBE, 8F73, 
5533102,"AI,JL",EDBE 8F73 ,D14,2016/Sep/06,2017/Apr/07,LEC,2,M ,1900-2200,HC011 ,"Grant,Richard",EDBE, 8F73, 
5534101,"AI,JL",EDBE 8F74 ,D14,2016/Sep/06,2017/Apr/07,LEC,1, R,1100-1400,HC022 ,"Cherubini, Lorenzo",EDBE, 8F74, 
5535102,"AI,JL",EDBE 8F74 ,D14,2016/Sep/06,2017/Apr/07,LEC,2,M ,1400-1700,WH202,"Cherubini, Lorenzo",EDBE, 8F74, 
5536101,"AI,JL",EDBE 8F75 ,D14,2016/Sep/06,2017/Apr/07,LEC,1, R,1900-2200,HC004,"Crandall,Daniel",EDBE, 8F75, 
5537101,"AI,JL",EDBE 8F76 ,D14,2016/Sep/06,2017/Apr/07,BLD,1, T,1900-2200,HC019,"Roi,M",EDBE, 8F76, 
5538101,"AI,JL",EDBE 8F77 ,D14,2016/Sep/06,2017/Apr/07,LEC,1, T,1900-2200,HC004,"Kerr-Wilson,Jane",EDBE, 8F77, 
5539102,"AI,JL",EDBE 8F77 ,D14,2016/Sep/06,2017/Apr/07,LEC,2, T,1900-2200,WH206,"Barrett,Linda",EDBE, 8F77, 
5540101,"AI,JL",EDBE 8F78 ,D14,2016/Sep/06,2017/Apr/07,BLD,1,F ,800 -1100,HC015 ,"McLauchlan, Debra",EDBE, 8F78, 
5541101,"AI,JL",EDBE 8F79 ,D14,2016/Sep/06,2017/Apr/07,LEC,1, T,1400-1700,HC016,"Fazio, Xavier / Bowers, Raymond",EDBE, 8F79, 
5542102,"AI,JL",EDBE 8F79 ,D14,2016/Sep/06,2017/Apr/07,LEC,2,F ,1100-1400,WH317,"Fazio, Xavier",EDBE, 8F79, 
5543101,"AI,JL",EDBE 8F80 ,D14,2016/Sep/06,2017/Apr/07,LEC,1, R,1100-1400,HC016,"Scarfone, Jo-Anne / Bowers, Raymond",EDBE, 8F80, 
5544102,"AI,JL",EDBE 8F80 ,D14,2016/Sep/06,2017/Apr/07,LEC,2,F ,1100-1400,WH317,"Fazio, Xavier",EDBE, 8F80, 
5545102,"AI,JL",EDBE 8F81 ,D14,2016/Sep/06,2017/Apr/07,LEC,2, T,1600-1900,WH317,"Kamatovic, David",EDBE, 8F81, 
5546102,"AI,JL",EDBE 8F82 ,D14,2016/Sep/06,2017/Apr/07,LEC,2, T,1900-2200,WH317,"Salciccioli,Kristina",EDBE, 8F82, 
5547101,"AI,JL",EDBE 8F83 ,D14,2016/Sep/06,2017/Apr/07,LEC,1,W ,1900-2200,HC023 ,"Lin, Amy",EDBE, 8F83, 
5548102,"AI,JL",EDBE 8F83 ,D14,2016/Sep/06,2017/Apr/07,LEC,2,W ,1900-2200,WH317,"Suurtamm,Liisa",EDBE, 8F83, 
5549101,"AI,JL",EDBE 8F84 ,D14,2016/Sep/06,2017/Apr/07,LEC,1,M ,1400-1700,"HCGYM1, HC003","Walsh,Joanne",EDBE, 8F84, 
5550102,"AI,JL",EDBE 8F84 ,D14,2016/Sep/06,2017/Apr/07,LEC,2, T,1300-1600,"WH207, WCDVIS","Lu,Chunlei",EDBE, 8F84, 
5551101,AE,EDBE 8G11 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001,Tba,EDBE, 8G11, 
5552101,AE,EDBE 8G12 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001,Tba,EDBE, 8G12, 
5553101,AE,EDBE 8G13 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001 ,Tba,EDBE, 8G13, 
5554101,AE,EDBE 8G14 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001 ,Tba,EDBE, 8G14, 
5555101,AE,EDBE 8G15 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001 ,Tba,EDBE, 8G15, 
5556101,AE,EDBE 8G16 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001,Tba,EDBE, 8G16, 
5557101,AE,EDBE 8G17 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001 ,Tba,EDBE, 8G17, 
5558101,AE,EDBE 8G18 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001,Tba,EDBE, 8G18, 
5559101,AE,EDBE 8G19 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001,Tba,EDBE, 8G19, 
5560101,AE,EDBE 8G20 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1100-1400,HC001,Tba,EDBE, 8G20, 
5561101,AE,EDBE 8G21 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G21, 
5562101,AE,EDBE 8G22 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G22, 
5563101,AE,EDBE 8G23 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G23, 
5564101,AE,EDBE 8G24 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G24, 
5565101,AE,EDBE 8G25 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G25, 
5566101,AE,EDBE 8G26 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G26, 
5567101,AE,EDBE 8G27 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001,Tba,EDBE, 8G27, 
5568101,AE,EDBE 8G28 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001,Tba,EDBE, 8G28, 
5569101,AE,EDBE 8G29 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G29, 
5570101,AE,EDBE 8G30 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,800 -1100,HC001 ,Tba,EDBE, 8G30, 
5571101,AE,EDBE 8G91 ,D6,2017/Jan/09,2017/Apr/07,LEC,1, T,1100-1400,HC001 ,Tba,EDBE, 8G91, 
5572101,"AG,JX",EDBE 8N46 ,D6,2017/Jan/09,2017/Apr/07,WWW,1,,Online Course,ONLINE,"Cappellazzo,Kendall",EDBE, 8N46, 
5573101,"AG,JX",EDBE 8N46 ,D7,2016/Sep/06,2016/Dec/16,WWW,1,,Online Course,ONLINE,"Cappellazzo,Kendall",EDBE, 8N46, 
5999101,AJ,EDBE 8N50 ,D7,2016/Sep/06,2016/Dec/16,WWW,1,,Online Course,ONLINE,"Gallo,Angelina",EDBE, 8N50, 
6000102,AJ,EDBE 8N50 ,D7,2016/Sep/06,2016/Dec/16,WWW,2,,Online Course,ONLINE,"Pauco,Terri",EDBE, 8N50, 
5576103,AR,EDBE 8N52 ,D12,2016/Sep/06,2016/Nov/04,WWW,3,,Online Course,ONLINE,"Gallo,Angelina",EDBE, 8N52, 
5577104,AR,EDBE 8N52 ,D12,2016/Sep/06,2016/Nov/04,WWW,4,,Online Course,ONLINE,"Pauco,Terri",EDBE, 8N52, 
5975101,AI,EDBE 8N54 ,D12,2016/Sep/06,2016/Nov/04,WWW,1,,Online Course,ONLINE,"Gallo,Angelina",EDBE, 8N54, 
5581101,"AJ,JT",EDBE 8N55 ,D6,2017/Jan/09,2017/Apr/07,WWW,1,,Online Course,ONLINE,Tba,EDBE, 8N55, 
5582101,"AJ,JT",EDBE 8N59 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1800-2100,HC013,"Makkreel,Susan",EDBE, 8N59, 
5583101,"AJ,JT",EDBE 8N60 ,D7,2016/Sep/06,2016/Dec/16,WWW,1,,Online Course,ONLINE,"Pilkington,D",EDBE, 8N60, 
5584101,AJ,EDBE 8P02 ,D10,2017/Feb/13,2017/May/12,LEC,1, T,800 -1100,HC014,"Guzzo,Susan",EDBE, 8P02, 
5585102,AJ,EDBE 8P02 ,D10,2017/Feb/13,2017/May/12,LEC,2, T,800 -1100,HC016,"Rose,K",EDBE, 8P02, 
5586103,AJ,EDBE 8P02 ,D10,2017/Feb/13,2017/May/12,LEC,3, T,800 -1100,HC017 ,"McNamara,Kerry",EDBE, 8P02, 
5587104,AJ,EDBE 8P02 ,D10,2017/Feb/13,2017/May/12,LEC,4, T,800 -1100,HC022,"Burgess, Doug",EDBE, 8P02, 
5590108,AJ,EDBE 8P02 ,D10,2017/Feb/13,2017/May/12,LEC,8, T,800 -1100,WH203 ,"Brown,Hilary",EDBE, 8P02, 
5591109,AJ,EDBE 8P02 ,D10,2017/Feb/13,2017/May/12,LEC,9, T,800 -1100,WH202,"Ayotte,Claude",EDBE, 8P02, 
5594102,AJ,EDBE 8P03 ,D7,2016/Sep/06,2016/Dec/16,LEC,2,M ,1300-1600,WH203,"Gallagher, Tiffany L",EDBE, 8P03, 
5596104,AJ,EDBE 8P03 ,D7,2016/Sep/06,2016/Dec/16,LEC,4,F ,1400-1700,HC016,"Galambos,Les",EDBE, 8P03, 
5597105,AJ,EDBE 8P03 ,D7,2016/Sep/06,2016/Dec/16,LEC,5, R,1400-1700,HC014,"Galambos,Les",EDBE, 8P03, 
5598106,AJ,EDBE 8P03 ,D7,2016/Sep/06,2016/Dec/16,LEC,6, T,1500-1800,HC022,"Gallagher, Tiffany L",EDBE, 8P03, 
5599107,AJ,EDBE 8P03 ,D7,2016/Sep/06,2016/Dec/16,LEC,7,F ,1400-1700,HC022,"Shuttleworth,Margo",EDBE, 8P03, 
6025110,AJ,EDBE 8P03 ,D7,2016/Sep/06,2016/Dec/16,LEC ,10,M ,1700-2000,WH303 ,"Ismailos,Linda",EDBE, 8P03, 
5602101,AH,EDBE 8P07 ,D7,2016/Sep/06,2016/Dec/16,BLD,1, T,1900-2200,HC003 ,"Bromhead,Ginette",EDBE, 8P07, 
5603103,AH,EDBE 8P07 ,D7,2016/Sep/06,2016/Dec/16,BLD,3, R,1900-2200,WH202,"Bromhead,Ginette",EDBE, 8P07, 
5604101,AG,EDBE 8P09 ,D10,2017/Feb/13,2017/May/12,LEC,1,M ,1100-1400,WH207,"Wyatt, Lianne",EDBE, 8P09, 
5605102,AG,EDBE 8P09 ,D10,2017/Feb/13,2017/May/12,LEC,2,F ,1100-1400,HC022,"Kozolanka,John",EDBE, 8P09, 
5606103,AG,EDBE 8P09 ,D10,2017/Feb/13,2017/May/12,LEC,3, T,1700-2000,HC023,"Worlidge,Karen",EDBE, 8P09, 
6016106,AG,EDBE 8P09 ,D10,2017/Feb/13,2017/May/12,LEC ,6,F ,1400-1700,HC003 ,"Kozolanka,John",EDBE, 8P09, 
5610102,AH,EDBE 8P10 ,D10,2017/Feb/13,2017/May/12,LEC,2,M ,1700-2000,HC004,"Branigan-Pipe,Z",EDBE, 8P10, 
5611103,AH,EDBE 8P10 ,D10,2017/Feb/13,2017/May/12,LEC,3,M ,1100-1400,HC004,"Sinke, Mark",EDBE, 8P10, 
5612104,AH,EDBE 8P10 ,D10,2017/Feb/13,2017/May/12,LEC,4,M ,800 -1100,WH203,"Downes,Taylor",EDBE, 8P10, 
5613101,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC,1,M ,1700-2000,"HC026 , HC025 ","Van Geest,P / Wamsley, Jane",EDBE, 8P12, 
0,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC2,1,M ,1700-2000,HC019 ,"Van Geest,P / Wamsley, Jane",EDBE, 8P12, 
5614102,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC,2, R,1100-1400,"HC019 , HC026 ","Kozolanka,John / Griffin, Shelley",EDBE, 8P12, 
0,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC2,2, R,1100-1400,HC025 ,"Kozolanka,John / Griffin, Shelley",EDBE, 8P12, 
5615103,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC,3, R,1700-2000,"HC026 , HC025 ","Kozolanka,John / Griffin, Shelley",EDBE, 8P12, 
0,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC2,3, R,1700-2000,HC019 ,"Kozolanka,John / Griffin, Shelley",EDBE, 8P12, 
5617105,AG,EDBE 8P12 ,D10,2017/Feb/13,2017/May/12,LEC,5, T,1300-1600,"WH305 , WH303 ","Griffin, Shelley / Doros, George",EDBE, 8P12, 
5620101,AH,EDBE 8P14 ,D10,2017/Feb/13,2017/May/12,LEC,1,F ,1200-1500,"HC025 , HC026 ","Vietgen, Peter / Evans, Jayne A",EDBE, 8P14, 
0,AH,EDBE 8P14 ,D10,2017/Feb/13,2017/May/12,LEC2,1,F ,1200-1500,HC019 ,"Vietgen, Peter / Evans, Jayne A",EDBE, 8P14, 
5622103,AH,EDBE 8P14 ,D10,2017/Feb/13,2017/May/12,LEC,3,F ,800 -1100,"HC019 , HC026 ","Vietgen, Peter / Evans, Jayne A",EDBE, 8P14, 
0,AH,EDBE 8P14 ,D10,2017/Feb/13,2017/May/12,LEC2,3,F ,800 -1100,HC025 ,"Vietgen, Peter / Evans, Jayne A",EDBE, 8P14, 
5623104,AH,EDBE 8P14 ,D10,2017/Feb/13,2017/May/12,LEC,4, R,1300-1600,"WH305 , WH303 ","Vietgen, Peter / Evans, Jayne A",EDBE, 8P14, 
5625101,JI,EDBE 8P15 ,D5,2016/Sep/07,2016/Dec/06,LEC,1, T,800 -1100,WH8G,"Ciuffetelli Parker, Darlene",EDBE, 8P15, 
5626102,JI,EDBE 8P15 ,D5,2016/Sep/07,2016/Dec/06,LEC,2, T,1200-1500,WH204,"Ciuffetelli Parker, Darlene",EDBE, 8P15, 
5627103,JI,EDBE 8P15 ,D5,2016/Sep/07,2016/Dec/06,LEC,3,F ,800 -1100,WH203,"Ciuffetelli Parker, Darlene",EDBE, 8P15, 
5628101,JI,EDBE 8P15 ,D6,2017/Jan/09,2017/Apr/07,LEC,1,M ,1400-1700,WH206,"Gallacher, Nancy",EDBE, 8P15, 
5629102,JI,EDBE 8P15 ,D6,2017/Jan/09,2017/Apr/07,LEC,2, R,800 -1100,WH203,"Gallacher, Nancy",EDBE, 8P15, 
6099104,,EDBE 8P15 ,D6,2017/Jan/09,2017/Apr/07,LEC ,4, T,1400-1700,WH203 ,"Gallacher, Nancy",EDBE, 8P15, 
5631101,AH,EDBE 8P24 ,D7,2016/Sep/06,2016/Dec/16,LEC,1,M ,800 -1100,HC018,"McQuirter, Ruth",EDBE, 8P24, 
5633103,AH,EDBE 8P24 ,D7,2016/Sep/06,2016/Dec/16,LEC,3, R,800 -1100,HC018,"Doyle-Jones, Carol",EDBE, 8P24, 
5634104,AH,EDBE 8P24 ,D7,2016/Sep/06,2016/Dec/16,LEC,4, T,1400-1700,WH327,"Di Cesare,Dane Marco",EDBE, 8P24, 
5635101,AH,EDBE 8P27 ,D10,2017/Feb/13,2017/May/12,LEC,1, R,800 -1100,HC016,"Kurtz, Brigitte",EDBE, 8P27, 
5637103,AH,EDBE 8P27 ,D10,2017/Feb/13,2017/May/12,LEC,3, R,1700-2000,HC016,"Sperling,Erin",EDBE, 8P27, 
5638104,AH,EDBE 8P27 ,D10,2017/Feb/13,2017/May/12,LEC,4,F ,1400-1700,WH317,"Jaipal-Jamani, Kamini",EDBE, 8P27, 
5640102,AH,EDBE 8P29 ,D7,2016/Sep/06,2016/Dec/16,LEC,2, T,1200-1500,HC022 ,"McEachren,Patricia",EDBE, 8P29, 
5641103,AH,EDBE 8P29 ,D7,2016/Sep/06,2016/Dec/16,LEC,3,M ,1700-2000,HC010,"Makkreel,Susan",EDBE, 8P29, 
5642104,AH,EDBE 8P29 ,D7,2016/Sep/06,2016/Dec/16,LEC,4,F ,1100-1400,WH208,"Bunz,Rebecca",EDBE, 8P29, 
5643101,AG,EDBE 8P34 ,D7,2016/Sep/06,2016/Dec/16,LEC,1, R,1100-1400,HC018,"Ewart,Kerri",EDBE, 8P34, 
5644102,AG,EDBE 8P34 ,D7,2016/Sep/06,2016/Dec/16,LEC,2,F ,1100-1400,HC011 ,"Doyle-Jones, Carol",EDBE, 8P34, 
5645103,AG,EDBE 8P34 ,D7,2016/Sep/06,2016/Dec/16,LEC,3,W ,1800-2100,HC018,"Ewart,Kerri",EDBE, 8P34, 
5646104,AG,EDBE 8P34 ,D7,2016/Sep/06,2016/Dec/16,LEC,4,M ,800 -1100,WH203,"Collier,Diane",EDBE, 8P34, 
5648101,AR,EDBE 8P35 ,D10,2017/Feb/13,2017/May/12,LEC,1, R,1400-1700,HC004,"Kislinsky,Peter",EDBE, 8P35, 
5649102,AR,EDBE 8P35 ,D10,2017/Feb/13,2017/May/12,LEC,2, T,1100-1400,HC022,"Maich,Kimberly",EDBE, 8P35, 
5650103,AR,EDBE 8P35 ,D10,2017/Feb/13,2017/May/12,LEC,3, T,1400-1700,HC004,"Rowles, Connie",EDBE, 8P35, 
5651104,AR,EDBE 8P35 ,D10,2017/Feb/13,2017/May/12,LEC,4, R,1400-1700,HC022,"Rowles, Connie",EDBE, 8P35, 
5656110,AR,EDBE 8P35 ,D10,2017/Feb/13,2017/May/12,LEC,10,M ,1400-1700,WH204,"Ismailos,Linda",EDBE, 8P35, 
6026111,AR,EDBE 8P35 ,D10,2017/Feb/13,2017/May/12,LEC ,11, R,800 -1100,WH327 ,Tba,EDBE, 8P35, 
5657101,AG,EDBE 8P37 ,D10,2017/Feb/13,2017/May/12,LEC,1,M ,800 -1100,HC016,"Karrow, Doug",EDBE, 8P37, 
5658102,AG,EDBE 8P37 ,D10,2017/Feb/13,2017/May/12,LEC,2,F ,800 -1100,HC016,"Sperling,Erin",EDBE, 8P37, 
5659103,AG,EDBE 8P37 ,D10,2017/Feb/13,2017/May/12,LEC,3,M ,1200-1500,HC016,"Karrow, Doug",EDBE, 8P37, 
5661105,AG,EDBE 8P37 ,D10,2017/Feb/13,2017/May/12,LEC,5, R,1400-1700,WH317,"Jaipal-Jamani, Kamini",EDBE, 8P37, 
5662101,AG,EDBE 8P39 ,D7,2016/Sep/06,2016/Dec/16,LEC,1, T,1100-1400,HC023 ,"Graham,J",EDBE, 8P39, 
5663102,AG,EDBE 8P39 ,D7,2016/Sep/06,2016/Dec/16,LEC,2,F ,800 -1100,HC023,"Graham,J",EDBE, 8P39, 
5664103,AG,EDBE 8P39 ,D7,2016/Sep/06,2016/Dec/16,LEC,3,M ,1900-2200,HC022 ,Tba,EDBE, 8P39, 
5666105,AG,EDBE 8P39 ,D7,2016/Sep/06,2016/Dec/16,LEC,5, T,1900-2200,WH208,"Khan,Steven",EDBE, 8P39, 
5667101,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,1,"Dortmans,Donna / Guzzo,Susan",EDBE, 8P40, 
5668102,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,2,"Slak,Ann / Newman, Diane C",EDBE, 8P40, 
5669103,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,3,"Rose,K / Peeples, Sherry",EDBE, 8P40, 
5670104,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,4,"McNamara,Kerry",EDBE, 8P40, 
5671105,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,5,"McArthur,Donna / Pacenza,Daniella",EDBE, 8P40, 
5672106,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,6,"Burgess, Doug / Empringham,Bob",EDBE, 8P40, 
5673113,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,13,"Pilkington,D / Brown,Hilary",EDBE, 8P40, 
5674114,JD,EDBE 8P40 ,D11,2016/Sep/06,2017/Apr/13,LEC,14,"Hardyman,Norine / Ayotte,Claude",EDBE, 8P40, 
5986101,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,1,,Field Trip,OC112,"Guzzo,Susan / Dortmans,Donna",EDBE, 8P41, 
5987102,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,2,,Field Trip,OC112,"Slak,Ann / Newman, Diane C",EDBE, 8P41, 
5988103,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,3,,Field Trip,OC112,"Rose,K / Peeples, Sherry",EDBE, 8P41, 
5989104,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,4,,Field Trip,OC112,"McNamara,Kerry",EDBE, 8P41, 
5990105,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,5,,Field Trip,OC112,"McArthur,Donna / Pacenza,Daniella",EDBE, 8P41, 
5991106,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,6,,Field Trip,OC112,"Burgess, Doug / Empringham,Bob",EDBE, 8P41, 
5992113,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,13,,Field Trip,OC082,"Brown,H / Pilkington,D",EDBE, 8P41, 
5993114,JD,EDBE 8P41 ,D19,2016/Nov/07,2016/Dec/16,FLD,14,,Field Trip,OC082,"Ayotte,Claude / Hardyman,Norine",EDBE, 8P41, 
5683101,JA,EDBE 8P42 ,D12,2016/Sep/06,2016/Nov/04,LEC,1,MR,1800-2100,HC018,"Ewart,Kerri",EDBE, 8P42, 
5684102,JA,EDBE 8P42 ,D12,2016/Sep/06,2016/Nov/04,LEC,2,MR,1500-1800,HC019,"Swartz,Larry",EDBE, 8P42, 
5685103,JA,EDBE 8P42 ,D12,2016/Sep/06,2016/Nov/04,LEC,3,MR,1000-1300,HC019,"Swartz,Larry",EDBE, 8P42, 
5686104,JA,EDBE 8P42 ,D12,2016/Sep/06,2016/Nov/04,LEC,4, TF ,800 -1100,HC019,"Collier,Diane",EDBE, 8P42, 
5687105,JA,EDBE 8P42 ,D12,2016/Sep/06,2016/Nov/04,LEC,5, TF ,1400-1700,WH203,"Collier,Diane",EDBE, 8P42, 
5688106,JA,EDBE 8P42 ,D12,2016/Sep/06,2016/Nov/04,LEC,6,MR,1300-1600,WH206,"Rowsell,Jennifer",EDBE, 8P42, 
5689101,JB,EDBE 8P43 ,D12,2016/Sep/06,2016/Nov/04,LEC,1, TF ,1100-1400,HC018,"McQuirter, Ruth",EDBE, 8P43, 
5690102,JB,EDBE 8P43 ,D12,2016/Sep/06,2016/Nov/04,LEC,2,MR,1400-1700,HC018,"McQuirter, Ruth",EDBE, 8P43, 
5691103,JB,EDBE 8P43 ,D12,2016/Sep/06,2016/Nov/04,LEC,3,MR,1600-1900,WH204,"Di Cesare,Dane Marco",EDBE, 8P43, 
5692104,JB,EDBE 8P43 ,D12,2016/Sep/06,2016/Nov/04,LEC,4, TF ,1400-1700,HC018,"Bishop,Andrea",EDBE, 8P43, 
5693101,JA,EDBE 8P44 ,D12,2016/Sep/06,2016/Nov/04,LEC,1, TF ,800 -1100,HC001,"Obermeyer, Linda",EDBE, 8P44, 
5694102,JA,EDBE 8P44 ,D12,2016/Sep/06,2016/Nov/04,LEC,2,MR,800 -1100,HC014,"Ewart,Kerri",EDBE, 8P44, 
5695103,JA,EDBE 8P44 ,D12,2016/Sep/06,2016/Nov/04,LEC,3, TF ,1100-1400,HC001 ,"Obermeyer, Linda",EDBE, 8P44, 
5696104,JA,EDBE 8P44 ,D12,2016/Sep/06,2016/Nov/04,LEC,4, T R,1900-2200,HC023,"Paziuk,Jennifer",EDBE, 8P44, 
5697105,JA,EDBE 8P44 ,D12,2016/Sep/06,2016/Nov/04,LEC,5, TF ,1400-1700,WH305,"Khan,Steven",EDBE, 8P44, 
5698106,JA,EDBE 8P44 ,D12,2016/Sep/06,2016/Nov/04,LEC,6,MR,1300-1600,WH208,"Khan,Steven",EDBE, 8P44, 
5699101,JA,EDBE 8P46 ,D12,2016/Sep/06,2016/Nov/04,LEC,1, TF ,1100-1400,"HCGYM1, HC003","Barrett,Joe",EDBE, 8P46, 
5700102,JA,EDBE 8P46 ,D12,2016/Sep/06,2016/Nov/04,LEC,2,MR,1100-1400,"HCGYM1, HC003","Barrett,Joe",EDBE, 8P46, 
5701103,JA,EDBE 8P46 ,D12,2016/Sep/06,2016/Nov/04,LEC,3,MR,1400-1700,"HC003, HCGYM1","Barrett,Joe",EDBE, 8P46, 
5702104,JA,EDBE 8P46 ,D12,2016/Sep/06,2016/Nov/04,LEC,4, TF ,1400-1700,"HC003, HCGYM1","Barrett,Joe",EDBE, 8P46, 
5703105,JA,EDBE 8P46 ,D12,2016/Sep/06,2016/Nov/04,LEC,5,MR,900 -1200,WH207,"Hayward, Lindsay",EDBE, 8P46, 
5704106,JA,EDBE 8P46 ,D12,2016/Sep/06,2016/Nov/04,LEC,6, TF ,900 -1200,WH207,"Sheahan,Mike",EDBE, 8P46, 
5705101,JD,EDBE 8P47 ,D13,2017/Jan/09,2017/Apr/13,FLD ,1,,Field Trip,OC112,"Guzzo,Susan / Dortmans,Donna",EDBE, 8P47, 
5706102,JD,EDBE 8P47 ,D13,2017/Jan/09,2017/Apr/13,FLD ,2,,Field Trip,OC112,"Slak,Ann / Newman, Diane C",EDBE, 8P47, 
5707103,JD,EDBE 8P47 ,D13,2017/Jan/09,2017/Apr/13,FLD ,3,,Field Trip,OC112,"Rose,K / Peeples, Sherry",EDBE, 8P47, 
5708104,JD,EDBE 8P47 ,D13,2017/Jan/09,2017/Apr/13,FLD ,4,,Field Trip,OC112,"McNamara,Kerry",EDBE, 8P47, 
5709105,JD,EDBE 8P47 ,D13,2017/Jan/09,2017/Apr/13,FLD ,5,,Field Trip,OC112,"McArthur,Donna / Pacenza,Daniella",EDBE, 8P47, 
5710106,JD,EDBE 8P47 ,D13,2017/Jan/09,2017/Apr/13,FLD ,6,,Field Trip,OC112,"Burgess, Doug / Empringham,Bob",EDBE, 8P47, 
